Date,Centre_Name,Commodity_Name,Price
15-04-1999,JAIPUR,Potato,NA
16-04-1999,JAIPUR,Potato,NA
19-04-1999,JAIPUR,Potato,NA
20-04-1999,JAIPUR,Potato,NA
21-04-1999,JAIPUR,Potato,NA
22-04-1999,JAIPUR,Potato,NA
23-04-1999,JAIPUR,Potato,NA
26-04-1999,JAIPUR,Potato,NA
28-04-1999,JAIPUR,Potato,NA
29-04-1999,JAIPUR,Potato,NA
03-05-1999,JAIPUR,Potato,NA
04-05-1999,JAIPUR,Potato,NA
05-05-1999,JAIPUR,Potato,NA
06-05-1999,JAIPUR,Potato,NA
07-05-1999,JAIPUR,Potato,NA
10-05-1999,JAIPUR,Potato,NA
11-05-1999,JAIPUR,Potato,NA
12-05-1999,JAIPUR,Potato,NA
13-05-1999,JAIPUR,Potato,NA
14-05-1999,JAIPUR,Potato,NA
17-05-1999,JAIPUR,Potato,NA
18-05-1999,JAIPUR,Potato,NA
19-05-1999,JAIPUR,Potato,NA
20-05-1999,JAIPUR,Potato,NA
21-05-1999,JAIPUR,Potato,NA
24-05-1999,JAIPUR,Potato,NA
25-05-1999,JAIPUR,Potato,NA
26-05-1999,JAIPUR,Potato,NA
27-05-1999,JAIPUR,Potato,NA
28-05-1999,JAIPUR,Potato,NA
31-05-1999,JAIPUR,Potato,NA
01-06-1999,JAIPUR,Potato,NA
02-06-1999,JAIPUR,Potato,NA
03-06-1999,JAIPUR,Potato,NA
04-06-1999,JAIPUR,Potato,NA
07-06-1999,JAIPUR,Potato,NA
08-06-1999,JAIPUR,Potato,NA
09-06-1999,JAIPUR,Potato,NA
10-06-1999,JAIPUR,Potato,NA
11-06-1999,JAIPUR,Potato,NA
14-06-1999,JAIPUR,Potato,NA
15-06-1999,JAIPUR,Potato,NA
16-06-1999,JAIPUR,Potato,NA
17-06-1999,JAIPUR,Potato,NA
18-06-1999,JAIPUR,Potato,NA
21-06-1999,JAIPUR,Potato,NA
22-06-1999,JAIPUR,Potato,NA
23-06-1999,JAIPUR,Potato,NA
24-06-1999,JAIPUR,Potato,NA
25-06-1999,JAIPUR,Potato,NA
28-06-1999,JAIPUR,Potato,NA
29-06-1999,JAIPUR,Potato,NA
30-06-1999,JAIPUR,Potato,NA
01-07-1999,JAIPUR,Potato,NA
02-07-1999,JAIPUR,Potato,NA
05-07-1999,JAIPUR,Potato,NA
06-07-1999,JAIPUR,Potato,NA
07-07-1999,JAIPUR,Potato,NA
08-07-1999,JAIPUR,Potato,NA
09-07-1999,JAIPUR,Potato,NA
12-07-1999,JAIPUR,Potato,NA
13-07-1999,JAIPUR,Potato,NA
14-07-1999,JAIPUR,Potato,NA
15-07-1999,JAIPUR,Potato,NA
16-07-1999,JAIPUR,Potato,NA
19-07-1999,JAIPUR,Potato,NA
20-07-1999,JAIPUR,Potato,NA
21-07-1999,JAIPUR,Potato,NA
22-07-1999,JAIPUR,Potato,NA
23-07-1999,JAIPUR,Potato,NA
26-07-1999,JAIPUR,Potato,NA
27-07-1999,JAIPUR,Potato,NA
28-07-1999,JAIPUR,Potato,NA
29-07-1999,JAIPUR,Potato,NA
30-07-1999,JAIPUR,Potato,NA
02-08-1999,JAIPUR,Potato,NA
03-08-1999,JAIPUR,Potato,NA
04-08-1999,JAIPUR,Potato,NA
05-08-1999,JAIPUR,Potato,NA
06-08-1999,JAIPUR,Potato,NA
09-08-1999,JAIPUR,Potato,NA
10-08-1999,JAIPUR,Potato,NA
11-08-1999,JAIPUR,Potato,NA
12-08-1999,JAIPUR,Potato,NA
13-08-1999,JAIPUR,Potato,NA
16-08-1999,JAIPUR,Potato,NA
17-08-1999,JAIPUR,Potato,NA
18-08-1999,JAIPUR,Potato,NA
19-08-1999,JAIPUR,Potato,NA
20-08-1999,JAIPUR,Potato,NA
23-08-1999,JAIPUR,Potato,NA
24-08-1999,JAIPUR,Potato,NA
25-08-1999,JAIPUR,Potato,NA
26-08-1999,JAIPUR,Potato,NA
27-08-1999,JAIPUR,Potato,NA
30-08-1999,JAIPUR,Potato,NA
31-08-1999,JAIPUR,Potato,NA
01-09-1999,JAIPUR,Potato,NA
02-09-1999,JAIPUR,Potato,NA
06-09-1999,JAIPUR,Potato,NA
07-09-1999,JAIPUR,Potato,NA
08-09-1999,JAIPUR,Potato,NA
09-09-1999,JAIPUR,Potato,NA
10-09-1999,JAIPUR,Potato,NA
13-09-1999,JAIPUR,Potato,NA
14-09-1999,JAIPUR,Potato,NA
15-09-1999,JAIPUR,Potato,NA
16-09-1999,JAIPUR,Potato,NA
17-09-1999,JAIPUR,Potato,NA
20-09-1999,JAIPUR,Potato,NA
21-09-1999,JAIPUR,Potato,NA
22-09-1999,JAIPUR,Potato,NA
23-09-1999,JAIPUR,Potato,NA
24-09-1999,JAIPUR,Potato,NA
27-09-1999,JAIPUR,Potato,NA
28-09-1999,JAIPUR,Potato,NA
29-09-1999,JAIPUR,Potato,NA
30-09-1999,JAIPUR,Potato,NA
01-10-1999,JAIPUR,Potato,NA
04-10-1999,JAIPUR,Potato,NA
05-10-1999,JAIPUR,Potato,NA
06-10-1999,JAIPUR,Potato,NA
07-10-1999,JAIPUR,Potato,NA
08-10-1999,JAIPUR,Potato,NA
11-10-1999,JAIPUR,Potato,NA
12-10-1999,JAIPUR,Potato,NA
13-10-1999,JAIPUR,Potato,NA
14-10-1999,JAIPUR,Potato,NA
15-10-1999,JAIPUR,Potato,NA
18-10-1999,JAIPUR,Potato,NA
20-10-1999,JAIPUR,Potato,NA
21-10-1999,JAIPUR,Potato,NA
22-10-1999,JAIPUR,Potato,NA
25-10-1999,JAIPUR,Potato,NA
26-10-1999,JAIPUR,Potato,NA
27-10-1999,JAIPUR,Potato,NA
28-10-1999,JAIPUR,Potato,NA
29-10-1999,JAIPUR,Potato,NA
01-11-1999,JAIPUR,Potato,NA
02-11-1999,JAIPUR,Potato,NA
03-11-1999,JAIPUR,Potato,NA
04-11-1999,JAIPUR,Potato,NA
05-11-1999,JAIPUR,Potato,NA
08-11-1999,JAIPUR,Potato,NA
09-11-1999,JAIPUR,Potato,NA
10-11-1999,JAIPUR,Potato,NA
11-11-1999,JAIPUR,Potato,NA
12-11-1999,JAIPUR,Potato,NA
15-11-1999,JAIPUR,Potato,NA
16-11-1999,JAIPUR,Potato,NA
17-11-1999,JAIPUR,Potato,NA
18-11-1999,JAIPUR,Potato,NA
19-11-1999,JAIPUR,Potato,NA
22-11-1999,JAIPUR,Potato,NA
24-11-1999,JAIPUR,Potato,NA
25-11-1999,JAIPUR,Potato,NA
26-11-1999,JAIPUR,Potato,NA
29-11-1999,JAIPUR,Potato,NA
30-11-1999,JAIPUR,Potato,NA
01-12-1999,JAIPUR,Potato,NA
02-12-1999,JAIPUR,Potato,NA
03-12-1999,JAIPUR,Potato,NA
06-12-1999,JAIPUR,Potato,NA
07-12-1999,JAIPUR,Potato,NA
08-12-1999,JAIPUR,Potato,NA
09-12-1999,JAIPUR,Potato,NA
10-12-1999,JAIPUR,Potato,NA
13-12-1999,JAIPUR,Potato,NA
14-12-1999,JAIPUR,Potato,NA
15-12-1999,JAIPUR,Potato,NA
16-12-1999,JAIPUR,Potato,NA
17-12-1999,JAIPUR,Potato,NA
20-12-1999,JAIPUR,Potato,NA
21-12-1999,JAIPUR,Potato,NA
22-12-1999,JAIPUR,Potato,NA
23-12-1999,JAIPUR,Potato,NA
24-12-1999,JAIPUR,Potato,NA
27-12-1999,JAIPUR,Potato,NA
28-12-1999,JAIPUR,Potato,NA
29-12-1999,JAIPUR,Potato,NA
30-12-1999,JAIPUR,Potato,NA
31-12-1999,JAIPUR,Potato,NA
03-01-2000,JAIPUR,Potato,NA
04-01-2000,JAIPUR,Potato,NA
05-01-2000,JAIPUR,Potato,NA
06-01-2000,JAIPUR,Potato,NA
07-01-2000,JAIPUR,Potato,NA
10-01-2000,JAIPUR,Potato,NA
11-01-2000,JAIPUR,Potato,NA
12-01-2000,JAIPUR,Potato,NA
13-01-2000,JAIPUR,Potato,NA
14-01-2000,JAIPUR,Potato,NA
17-01-2000,JAIPUR,Potato,NA
18-01-2000,JAIPUR,Potato,NA
19-01-2000,JAIPUR,Potato,NA
20-01-2000,JAIPUR,Potato,NA
21-01-2000,JAIPUR,Potato,NA
24-01-2000,JAIPUR,Potato,NA
25-01-2000,JAIPUR,Potato,NA
27-01-2000,JAIPUR,Potato,NA
28-01-2000,JAIPUR,Potato,NA
31-01-2000,JAIPUR,Potato,NA
01-02-2000,JAIPUR,Potato,NA
02-02-2000,JAIPUR,Potato,NA
03-02-2000,JAIPUR,Potato,NA
04-02-2000,JAIPUR,Potato,NA
07-02-2000,JAIPUR,Potato,NA
08-02-2000,JAIPUR,Potato,NA
09-02-2000,JAIPUR,Potato,NA
10-02-2000,JAIPUR,Potato,NA
11-02-2000,JAIPUR,Potato,NA
14-02-2000,JAIPUR,Potato,NA
15-02-2000,JAIPUR,Potato,NA
16-02-2000,JAIPUR,Potato,NA
17-02-2000,JAIPUR,Potato,NA
18-02-2000,JAIPUR,Potato,NA
21-02-2000,JAIPUR,Potato,NA
22-02-2000,JAIPUR,Potato,NA
23-02-2000,JAIPUR,Potato,2.5
24-02-2000,JAIPUR,Potato,2.5
25-02-2000,JAIPUR,Potato,2.5
28-02-2000,JAIPUR,Potato,2.5
29-02-2000,JAIPUR,Potato,2.5
01-03-2000,JAIPUR,Potato,2.5
02-03-2000,JAIPUR,Potato,2.5
03-03-2000,JAIPUR,Potato,2.5
06-03-2000,JAIPUR,Potato,2.5
07-03-2000,JAIPUR,Potato,2.5
08-03-2000,JAIPUR,Potato,2.5
09-03-2000,JAIPUR,Potato,3
10-03-2000,JAIPUR,Potato,3
13-03-2000,JAIPUR,Potato,3
14-03-2000,JAIPUR,Potato,3
15-03-2000,JAIPUR,Potato,3
16-03-2000,JAIPUR,Potato,3
21-03-2000,JAIPUR,Potato,3
22-03-2000,JAIPUR,Potato,3
23-03-2000,JAIPUR,Potato,4
24-03-2000,JAIPUR,Potato,4
27-03-2000,JAIPUR,Potato,4
28-03-2000,JAIPUR,Potato,4
29-03-2000,JAIPUR,Potato,4
30-03-2000,JAIPUR,Potato,4
31-03-2000,JAIPUR,Potato,4
03-04-2000,JAIPUR,Potato,4
04-04-2000,JAIPUR,Potato,4
05-04-2000,JAIPUR,Potato,4
06-04-2000,JAIPUR,Potato,4
07-04-2000,JAIPUR,Potato,4
10-04-2000,JAIPUR,Potato,4
11-04-2000,JAIPUR,Potato,4
13-04-2000,JAIPUR,Potato,4
17-04-2000,JAIPUR,Potato,4
18-04-2000,JAIPUR,Potato,4
19-04-2000,JAIPUR,Potato,4
20-04-2000,JAIPUR,Potato,4
24-04-2000,JAIPUR,Potato,4
25-04-2000,JAIPUR,Potato,4
26-04-2000,JAIPUR,Potato,4
27-04-2000,JAIPUR,Potato,4
28-04-2000,JAIPUR,Potato,4
01-05-2000,JAIPUR,Potato,4
02-05-2000,JAIPUR,Potato,4
03-05-2000,JAIPUR,Potato,4
04-05-2000,JAIPUR,Potato,4
05-05-2000,JAIPUR,Potato,4
08-05-2000,JAIPUR,Potato,4
09-05-2000,JAIPUR,Potato,4
10-05-2000,JAIPUR,Potato,4
11-05-2000,JAIPUR,Potato,4
12-05-2000,JAIPUR,Potato,4
15-05-2000,JAIPUR,Potato,4
16-05-2000,JAIPUR,Potato,4
17-05-2000,JAIPUR,Potato,4
19-05-2000,JAIPUR,Potato,4
22-05-2000,JAIPUR,Potato,4
23-05-2000,JAIPUR,Potato,4
24-05-2000,JAIPUR,Potato,4
25-05-2000,JAIPUR,Potato,4
26-05-2000,JAIPUR,Potato,4
29-05-2000,JAIPUR,Potato,4
30-05-2000,JAIPUR,Potato,4
31-05-2000,JAIPUR,Potato,4
01-06-2000,JAIPUR,Potato,4
02-06-2000,JAIPUR,Potato,4
05-06-2000,JAIPUR,Potato,4
06-06-2000,JAIPUR,Potato,4
07-06-2000,JAIPUR,Potato,4
08-06-2000,JAIPUR,Potato,4
09-06-2000,JAIPUR,Potato,4
12-06-2000,JAIPUR,Potato,4
13-06-2000,JAIPUR,Potato,4
14-06-2000,JAIPUR,Potato,4
16-06-2000,JAIPUR,Potato,4
19-06-2000,JAIPUR,Potato,4
20-06-2000,JAIPUR,Potato,4
21-06-2000,JAIPUR,Potato,4
22-06-2000,JAIPUR,Potato,4
23-06-2000,JAIPUR,Potato,4
26-06-2000,JAIPUR,Potato,4
27-06-2000,JAIPUR,Potato,4
28-06-2000,JAIPUR,Potato,4
29-06-2000,JAIPUR,Potato,4
30-06-2000,JAIPUR,Potato,4
03-07-2000,JAIPUR,Potato,4
04-07-2000,JAIPUR,Potato,4
05-07-2000,JAIPUR,Potato,4
06-07-2000,JAIPUR,Potato,4
07-07-2000,JAIPUR,Potato,4
10-07-2000,JAIPUR,Potato,4
11-07-2000,JAIPUR,Potato,4
12-07-2000,JAIPUR,Potato,4
13-07-2000,JAIPUR,Potato,4
14-07-2000,JAIPUR,Potato,4
17-07-2000,JAIPUR,Potato,4
18-07-2000,JAIPUR,Potato,4
19-07-2000,JAIPUR,Potato,4
20-07-2000,JAIPUR,Potato,4
21-07-2000,JAIPUR,Potato,4
24-07-2000,JAIPUR,Potato,4
25-07-2000,JAIPUR,Potato,4
26-07-2000,JAIPUR,Potato,4
27-07-2000,JAIPUR,Potato,4
28-07-2000,JAIPUR,Potato,4
31-07-2000,JAIPUR,Potato,4
01-08-2000,JAIPUR,Potato,4
02-08-2000,JAIPUR,Potato,4
03-08-2000,JAIPUR,Potato,4
04-08-2000,JAIPUR,Potato,4
07-08-2000,JAIPUR,Potato,4
08-08-2000,JAIPUR,Potato,4
09-08-2000,JAIPUR,Potato,4
10-08-2000,JAIPUR,Potato,4
11-08-2000,JAIPUR,Potato,4
14-08-2000,JAIPUR,Potato,4
16-08-2000,JAIPUR,Potato,4
17-08-2000,JAIPUR,Potato,4
18-08-2000,JAIPUR,Potato,4
21-08-2000,JAIPUR,Potato,4
22-08-2000,JAIPUR,Potato,4
24-08-2000,JAIPUR,Potato,4
25-08-2000,JAIPUR,Potato,4
28-08-2000,JAIPUR,Potato,4
29-08-2000,JAIPUR,Potato,4
30-08-2000,JAIPUR,Potato,4
31-08-2000,JAIPUR,Potato,4
01-09-2000,JAIPUR,Potato,4
04-09-2000,JAIPUR,Potato,4
05-09-2000,JAIPUR,Potato,4
06-09-2000,JAIPUR,Potato,4
07-09-2000,JAIPUR,Potato,4
08-09-2000,JAIPUR,Potato,4
11-09-2000,JAIPUR,Potato,4
12-09-2000,JAIPUR,Potato,4
13-09-2000,JAIPUR,Potato,4
14-09-2000,JAIPUR,Potato,4
15-09-2000,JAIPUR,Potato,4
18-09-2000,JAIPUR,Potato,4
19-09-2000,JAIPUR,Potato,4
20-09-2000,JAIPUR,Potato,4
21-09-2000,JAIPUR,Potato,4
22-09-2000,JAIPUR,Potato,4
25-09-2000,JAIPUR,Potato,4
26-09-2000,JAIPUR,Potato,4
27-09-2000,JAIPUR,Potato,4
28-09-2000,JAIPUR,Potato,4
29-09-2000,JAIPUR,Potato,4
03-10-2000,JAIPUR,Potato,4
04-10-2000,JAIPUR,Potato,4
05-10-2000,JAIPUR,Potato,4
06-10-2000,JAIPUR,Potato,4
09-10-2000,JAIPUR,Potato,4
10-10-2000,JAIPUR,Potato,4
11-10-2000,JAIPUR,Potato,4
12-10-2000,JAIPUR,Potato,4
13-10-2000,JAIPUR,Potato,4
16-10-2000,JAIPUR,Potato,4
17-10-2000,JAIPUR,Potato,4
18-10-2000,JAIPUR,Potato,4
19-10-2000,JAIPUR,Potato,4
20-10-2000,JAIPUR,Potato,4
23-10-2000,JAIPUR,Potato,4
24-10-2000,JAIPUR,Potato,4
25-10-2000,JAIPUR,Potato,4
27-10-2000,JAIPUR,Potato,4
30-10-2000,JAIPUR,Potato,4
31-10-2000,JAIPUR,Potato,4
01-11-2000,JAIPUR,Potato,4
02-11-2000,JAIPUR,Potato,4
03-11-2000,JAIPUR,Potato,4
06-11-2000,JAIPUR,Potato,4
07-11-2000,JAIPUR,Potato,4
08-11-2000,JAIPUR,Potato,4
09-11-2000,JAIPUR,Potato,4
10-11-2000,JAIPUR,Potato,4
13-11-2000,JAIPUR,Potato,4
14-11-2000,JAIPUR,Potato,4
15-11-2000,JAIPUR,Potato,4
16-11-2000,JAIPUR,Potato,4
17-11-2000,JAIPUR,Potato,4
20-11-2000,JAIPUR,Potato,4
21-11-2000,JAIPUR,Potato,4
22-11-2000,JAIPUR,Potato,4
23-11-2000,JAIPUR,Potato,4
24-11-2000,JAIPUR,Potato,4
27-11-2000,JAIPUR,Potato,4
28-11-2000,JAIPUR,Potato,4
29-11-2000,JAIPUR,Potato,4
30-11-2000,JAIPUR,Potato,4
01-12-2000,JAIPUR,Potato,4
04-12-2000,JAIPUR,Potato,4
05-12-2000,JAIPUR,Potato,4
06-12-2000,JAIPUR,Potato,4
07-12-2000,JAIPUR,Potato,4
08-12-2000,JAIPUR,Potato,4
11-12-2000,JAIPUR,Potato,4
12-12-2000,JAIPUR,Potato,4
13-12-2000,JAIPUR,Potato,4
14-12-2000,JAIPUR,Potato,4
15-12-2000,JAIPUR,Potato,4
18-12-2000,JAIPUR,Potato,3.5
19-12-2000,JAIPUR,Potato,3.5
20-12-2000,JAIPUR,Potato,3.5
21-12-2000,JAIPUR,Potato,3.5
22-12-2000,JAIPUR,Potato,3.5
26-12-2000,JAIPUR,Potato,3.5
27-12-2000,JAIPUR,Potato,3.5
29-12-2000,JAIPUR,Potato,3.5
01-01-2001,JAIPUR,Potato,3
02-01-2001,JAIPUR,Potato,3
03-01-2001,JAIPUR,Potato,3
04-01-2001,JAIPUR,Potato,3
05-01-2001,JAIPUR,Potato,3
08-01-2001,JAIPUR,Potato,3
09-01-2001,JAIPUR,Potato,3
10-01-2001,JAIPUR,Potato,3
11-01-2001,JAIPUR,Potato,3
12-01-2001,JAIPUR,Potato,3
15-01-2001,JAIPUR,Potato,3
16-01-2001,JAIPUR,Potato,3
17-01-2001,JAIPUR,Potato,3
18-01-2001,JAIPUR,Potato,3
19-01-2001,JAIPUR,Potato,3
22-01-2001,JAIPUR,Potato,3
23-01-2001,JAIPUR,Potato,3
24-01-2001,JAIPUR,Potato,3
25-01-2001,JAIPUR,Potato,3
29-01-2001,JAIPUR,Potato,3
30-01-2001,JAIPUR,Potato,3.5
31-01-2001,JAIPUR,Potato,3.5
01-02-2001,JAIPUR,Potato,3.5
02-02-2001,JAIPUR,Potato,3
05-02-2001,JAIPUR,Potato,3
06-02-2001,JAIPUR,Potato,3.5
07-02-2001,JAIPUR,Potato,3.5
08-02-2001,JAIPUR,Potato,3.5
09-02-2001,JAIPUR,Potato,3
12-02-2001,JAIPUR,Potato,3.5
13-02-2001,JAIPUR,Potato,3.5
14-02-2001,JAIPUR,Potato,3.5
15-02-2001,JAIPUR,Potato,3.5
16-02-2001,JAIPUR,Potato,3.5
19-02-2001,JAIPUR,Potato,3.5
20-02-2001,JAIPUR,Potato,4
22-02-2001,JAIPUR,Potato,4
23-02-2001,JAIPUR,Potato,4
26-02-2001,JAIPUR,Potato,4
27-02-2001,JAIPUR,Potato,4
28-02-2001,JAIPUR,Potato,4
01-03-2001,JAIPUR,Potato,4
02-03-2001,JAIPUR,Potato,4
05-03-2001,JAIPUR,Potato,4
07-03-2001,JAIPUR,Potato,4
08-03-2001,JAIPUR,Potato,5
09-03-2001,JAIPUR,Potato,4
12-03-2001,JAIPUR,Potato,4
13-03-2001,JAIPUR,Potato,4
14-03-2001,JAIPUR,Potato,4
15-03-2001,JAIPUR,Potato,4
16-03-2001,JAIPUR,Potato,4
19-03-2001,JAIPUR,Potato,4
20-03-2001,JAIPUR,Potato,4
21-03-2001,JAIPUR,Potato,4
22-03-2001,JAIPUR,Potato,4
23-03-2001,JAIPUR,Potato,4
26-03-2001,JAIPUR,Potato,4
27-03-2001,JAIPUR,Potato,4
28-03-2001,JAIPUR,Potato,4
29-03-2001,JAIPUR,Potato,4
30-03-2001,JAIPUR,Potato,4
03-04-2001,JAIPUR,Potato,4
04-04-2001,JAIPUR,Potato,4
09-04-2001,JAIPUR,Potato,4.5
10-04-2001,JAIPUR,Potato,5
11-04-2001,JAIPUR,Potato,5
12-04-2001,JAIPUR,Potato,5
16-04-2001,JAIPUR,Potato,5
17-04-2001,JAIPUR,Potato,5
18-04-2001,JAIPUR,Potato,5.5
19-04-2001,JAIPUR,Potato,5.5
20-04-2001,JAIPUR,Potato,5.5
23-04-2001,JAIPUR,Potato,5.5
24-04-2001,JAIPUR,Potato,6
25-04-2001,JAIPUR,Potato,7
26-04-2001,JAIPUR,Potato,7
27-04-2001,JAIPUR,Potato,7
30-04-2001,JAIPUR,Potato,7
01-05-2001,JAIPUR,Potato,5
02-05-2001,JAIPUR,Potato,5
03-05-2001,JAIPUR,Potato,6.5
04-05-2001,JAIPUR,Potato,6.5
08-05-2001,JAIPUR,Potato,7
09-05-2001,JAIPUR,Potato,7
10-05-2001,JAIPUR,Potato,7
11-05-2001,JAIPUR,Potato,7
14-05-2001,JAIPUR,Potato,7
15-05-2001,JAIPUR,Potato,7
16-05-2001,JAIPUR,Potato,7
17-05-2001,JAIPUR,Potato,7
18-05-2001,JAIPUR,Potato,7
21-05-2001,JAIPUR,Potato,7
22-05-2001,JAIPUR,Potato,7
23-05-2001,JAIPUR,Potato,7
24-05-2001,JAIPUR,Potato,7
25-05-2001,JAIPUR,Potato,7
28-05-2001,JAIPUR,Potato,7
29-05-2001,JAIPUR,Potato,7
30-05-2001,JAIPUR,Potato,7
31-05-2001,JAIPUR,Potato,7
01-06-2001,JAIPUR,Potato,7
04-06-2001,JAIPUR,Potato,7
06-06-2001,JAIPUR,Potato,7
07-06-2001,JAIPUR,Potato,7
08-06-2001,JAIPUR,Potato,7
11-06-2001,JAIPUR,Potato,7
12-06-2001,JAIPUR,Potato,7
13-06-2001,JAIPUR,Potato,7
14-06-2001,JAIPUR,Potato,7
15-06-2001,JAIPUR,Potato,7
18-06-2001,JAIPUR,Potato,7
19-06-2001,JAIPUR,Potato,7
20-06-2001,JAIPUR,Potato,7
21-06-2001,JAIPUR,Potato,7
22-06-2001,JAIPUR,Potato,7
25-06-2001,JAIPUR,Potato,7
26-06-2001,JAIPUR,Potato,7
27-06-2001,JAIPUR,Potato,7
28-06-2001,JAIPUR,Potato,7
29-06-2001,JAIPUR,Potato,7
02-07-2001,JAIPUR,Potato,7
03-07-2001,JAIPUR,Potato,7
04-07-2001,JAIPUR,Potato,7
05-07-2001,JAIPUR,Potato,7
06-07-2001,JAIPUR,Potato,7
09-07-2001,JAIPUR,Potato,7
10-07-2001,JAIPUR,Potato,7
11-07-2001,JAIPUR,Potato,7
12-07-2001,JAIPUR,Potato,7
13-07-2001,JAIPUR,Potato,7
16-07-2001,JAIPUR,Potato,7
17-07-2001,JAIPUR,Potato,7
18-07-2001,JAIPUR,Potato,7
19-07-2001,JAIPUR,Potato,7
20-07-2001,JAIPUR,Potato,7
23-07-2001,JAIPUR,Potato,7
24-07-2001,JAIPUR,Potato,7
25-07-2001,JAIPUR,Potato,7
26-07-2001,JAIPUR,Potato,7
27-07-2001,JAIPUR,Potato,7
30-07-2001,JAIPUR,Potato,7
31-07-2001,JAIPUR,Potato,7
01-08-2001,JAIPUR,Potato,7
02-08-2001,JAIPUR,Potato,7
03-08-2001,JAIPUR,Potato,7
06-08-2001,JAIPUR,Potato,7
07-08-2001,JAIPUR,Potato,7
08-08-2001,JAIPUR,Potato,7
09-08-2001,JAIPUR,Potato,7
10-08-2001,JAIPUR,Potato,7
13-08-2001,JAIPUR,Potato,7
14-08-2001,JAIPUR,Potato,7
16-08-2001,JAIPUR,Potato,7
17-08-2001,JAIPUR,Potato,7
20-08-2001,JAIPUR,Potato,7
21-08-2001,JAIPUR,Potato,7
22-08-2001,JAIPUR,Potato,7
23-08-2001,JAIPUR,Potato,7
24-08-2001,JAIPUR,Potato,7
27-08-2001,JAIPUR,Potato,7
28-08-2001,JAIPUR,Potato,7
29-08-2001,JAIPUR,Potato,7
30-08-2001,JAIPUR,Potato,7
31-08-2001,JAIPUR,Potato,7
03-09-2001,JAIPUR,Potato,7
04-09-2001,JAIPUR,Potato,7
05-09-2001,JAIPUR,Potato,7
06-09-2001,JAIPUR,Potato,7
07-09-2001,JAIPUR,Potato,7
10-09-2001,JAIPUR,Potato,7
11-09-2001,JAIPUR,Potato,7
12-09-2001,JAIPUR,Potato,7
13-09-2001,JAIPUR,Potato,7
14-09-2001,JAIPUR,Potato,7
17-09-2001,JAIPUR,Potato,7
18-09-2001,JAIPUR,Potato,7
19-09-2001,JAIPUR,Potato,7
20-09-2001,JAIPUR,Potato,7
21-09-2001,JAIPUR,Potato,7
24-09-2001,JAIPUR,Potato,7
25-09-2001,JAIPUR,Potato,7
26-09-2001,JAIPUR,Potato,7
27-09-2001,JAIPUR,Potato,7
28-09-2001,JAIPUR,Potato,7
01-10-2001,JAIPUR,Potato,7
03-10-2001,JAIPUR,Potato,7
04-10-2001,JAIPUR,Potato,7
05-10-2001,JAIPUR,Potato,7
08-10-2001,JAIPUR,Potato,7
09-10-2001,JAIPUR,Potato,7
10-10-2001,JAIPUR,Potato,7
11-10-2001,JAIPUR,Potato,7
12-10-2001,JAIPUR,Potato,7
15-10-2001,JAIPUR,Potato,7
16-10-2001,JAIPUR,Potato,7.5
17-10-2001,JAIPUR,Potato,7.5
18-10-2001,JAIPUR,Potato,7.5
19-10-2001,JAIPUR,Potato,7.5
22-10-2001,JAIPUR,Potato,7.5
23-10-2001,JAIPUR,Potato,8
25-10-2001,JAIPUR,Potato,8
29-10-2001,JAIPUR,Potato,8
30-10-2001,JAIPUR,Potato,8.5
31-10-2001,JAIPUR,Potato,8.5
01-11-2001,JAIPUR,Potato,9
02-11-2001,JAIPUR,Potato,9
05-11-2001,JAIPUR,Potato,9
06-11-2001,JAIPUR,Potato,9
07-11-2001,JAIPUR,Potato,9
08-11-2001,JAIPUR,Potato,9
09-11-2001,JAIPUR,Potato,9
12-11-2001,JAIPUR,Potato,8
13-11-2001,JAIPUR,Potato,8
15-11-2001,JAIPUR,Potato,8
16-11-2001,JAIPUR,Potato,8
19-11-2001,JAIPUR,Potato,8
20-11-2001,JAIPUR,Potato,8
21-11-2001,JAIPUR,Potato,8
22-11-2001,JAIPUR,Potato,8
23-11-2001,JAIPUR,Potato,8
26-11-2001,JAIPUR,Potato,8
27-11-2001,JAIPUR,Potato,8
28-11-2001,JAIPUR,Potato,8
29-11-2001,JAIPUR,Potato,8
03-12-2001,JAIPUR,Potato,8
04-12-2001,JAIPUR,Potato,8
05-12-2001,JAIPUR,Potato,8
06-12-2001,JAIPUR,Potato,8
07-12-2001,JAIPUR,Potato,8
10-12-2001,JAIPUR,Potato,8
11-12-2001,JAIPUR,Potato,8
12-12-2001,JAIPUR,Potato,8.5
13-12-2001,JAIPUR,Potato,8.5
14-12-2001,JAIPUR,Potato,9
18-12-2001,JAIPUR,Potato,6.5
19-12-2001,JAIPUR,Potato,6.5
20-12-2001,JAIPUR,Potato,6.5
21-12-2001,JAIPUR,Potato,6
24-12-2001,JAIPUR,Potato,6
26-12-2001,JAIPUR,Potato,6
27-12-2001,JAIPUR,Potato,6
28-12-2001,JAIPUR,Potato,6
31-12-2001,JAIPUR,Potato,6
01-01-2002,JAIPUR,Potato,6
02-01-2002,JAIPUR,Potato,6
03-01-2002,JAIPUR,Potato,6
04-01-2002,JAIPUR,Potato,6
07-01-2002,JAIPUR,Potato,5
08-01-2002,JAIPUR,Potato,5
09-01-2002,JAIPUR,Potato,5
10-01-2002,JAIPUR,Potato,5
11-01-2002,JAIPUR,Potato,5
14-01-2002,JAIPUR,Potato,5
15-01-2002,JAIPUR,Potato,5
